Thorlabs Beam
Version: 9.1.5787.560
Date d/MM/yyyy	29/11/2024
Time h:mm:ss AP	11:48:54 AM

Device: 	BC106N-VIS
S/N: 	M00452329

Device	BC106N-VIS
Serial Number	M00452329

Attenuation	[dB]	0
Exposure Time	[ms]	2.509
Gain		1

Wavelength	[nm]	635

Measurement	Time [hh:mm:ss:zzz]	BeamWidth4SigmaX2[µm]	BeamWidth4SigmaY2[µm]	AzimuthAngle4Sigma[°]	Ellipticity4Sigma[%]	PeakPositionX[µm]	PeakPositionY[µm]	CentroidPositionX[µm]	CentroidPositionY[µm]	ImageSat[%]	TotalPower[dBm]	Ellipticity[%]	EllipseDiameterMin[µm]	EllipseDiameterMax[µm]	Orientation[deg]	
1096	12:07:09.888	1648.91	1756.38	-22.78	93.88	-2492.92	738.52	-2354.29	462.50	55.98	-44.56	91.78	655.07	713.73	72.74	
1097	12:07:10.881	1651.51	1758.47	-25.64	93.92	-2505.82	790.12	-2352.85	460.30	54.40	-44.56	--	--	--	0.00	
1098	12:07:11.886	1651.48	1759.59	-25.37	93.86	-2492.92	738.52	-2352.34	460.68	54.40	-44.55	--	--	--	0.00	
1099	12:07:12.893	1654.13	1764.73	-28.59	93.73	-2505.82	790.12	-2349.33	457.43	54.00	-44.55	--	--	--	0.00	
1100	12:07:13.888	1651.69	1760.26	-26.46	93.83	-2492.92	738.52	-2352.17	460.25	54.00	-44.55	--	--	--	0.00	
1101	12:07:14.891	1653.38	1763.56	-27.67	93.75	-2505.82	790.12	-2348.86	456.57	53.21	-44.55	--	--	--	0.00	
1102	12:07:15.886	1653.03	1764.12	-28.72	93.70	-2505.82	790.12	-2349.45	457.74	53.21	-44.55	--	--	--	0.00	
1103	12:07:16.882	1654.95	1770.46	-34.51	93.48	-2086.57	222.52	-2338.49	447.77	51.23	-44.52	--	--	--	0.00	
1104	12:07:17.891	1638.69	1697.13	-33.11	96.56	-2228.47	312.82	-2307.66	431.77	74.22	-44.34	70.67	667.32	944.21	57.95	
1105	12:07:18.883	1648.42	1746.15	-39.35	94.40	-1964.02	396.67	-2320.48	435.15	63.12	-44.44	84.55	617.91	730.85	-31.42	
1106	12:07:19.887	1654.07	1766.51	-37.48	93.63	-1964.02	396.67	-2330.62	441.13	57.17	-44.50	--	--	--	0.00	
1107	12:07:20.895	1655.20	1771.74	-33.85	93.42	-1964.02	396.67	-2340.00	447.29	50.83	-44.53	--	--	--	0.00	
1108	12:07:21.883	1655.37	1770.15	-35.11	93.52	-1964.02	403.12	-2336.58	446.80	53.21	-44.52	--	--	--	0.00	
1109	12:07:22.889	1649.04	1744.83	-38.65	94.51	-1957.57	403.12	-2319.24	434.16	63.91	-44.43	88.64	644.62	727.26	-31.80	
1110	12:07:23.885	1654.17	1769.22	-35.80	93.50	-1957.57	403.12	-2334.10	444.94	54.40	-44.51	--	--	--	0.00	
1111	12:07:24.894	1653.23	1767.29	-36.32	93.55	-1957.57	403.12	-2333.42	444.34	55.19	-44.50	--	--	--	0.00	
1112	12:07:25.884	1582.05	1637.22	16.28	96.63	-2260.72	261.22	-2304.13	433.68	90.88	-44.21	56.19	652.43	1161.17	57.67	
1113	12:07:26.892	1655.02	1767.24	-29.92	93.65	-2499.37	796.57	-2345.07	455.68	52.02	-44.54	--	--	--	0.00	
1114	12:07:27.883	1650.36	1758.69	-24.04	93.84	-2492.92	738.52	-2351.21	461.89	55.98	-44.56	--	--	--	0.00	
1115	12:07:28.892	1647.64	1755.55	-22.17	93.85	-2505.82	790.12	-2352.75	463.53	56.38	-44.56	89.92	643.42	715.55	71.14	
1116	12:07:29.883	1652.21	1766.79	-29.10	93.51	-2505.82	790.12	-2346.51	455.40	52.42	-44.54	--	--	--	0.00	
1117	12:07:30.891	1655.37	1762.73	-38.75	93.91	-1976.92	396.67	-2328.88	437.95	57.97	-44.48	--	--	--	0.00	
1118	12:07:31.883	1653.76	1768.21	-28.82	93.53	-2505.82	790.12	-2347.57	456.38	52.02	-44.54	--	--	--	0.00	
1119	12:07:32.888	1654.66	1770.22	-35.03	93.47	-1976.92	396.67	-2336.46	446.64	53.60	-44.51	--	--	--	0.00	
1120	12:07:33.894	1652.23	1765.38	-27.88	93.59	-2505.82	790.12	-2348.05	457.28	54.79	-44.54	--	--	--	0.00	
1121	12:07:34.903	1654.93	1770.94	-30.31	93.45	-2499.37	796.57	-2341.28	457.26	51.23	-44.53	--	--	--	0.00	
1122	12:07:35.879	1651.03	1760.62	-25.11	93.78	-2505.82	796.57	-2349.61	460.20	54.00	-44.56	--	--	--	0.00	
1123	12:07:36.889	1651.43	1760.24	-25.58	93.82	-2505.82	790.12	-2350.58	459.98	55.19	-44.56	--	--	--	0.00	
1124	12:07:37.885	1651.01	1759.72	-24.42	93.82	-2505.82	790.12	-2351.40	460.98	55.19	-44.56	--	--	--	0.00	
1125	12:07:38.883	1650.60	1759.77	-24.83	93.80	-2505.82	796.57	-2350.37	460.93	54.79	-44.56	--	--	--	0.00	
1126	12:07:39.887	1651.05	1761.05	-24.89	93.75	-2505.82	790.12	-2349.91	460.79	54.79	-44.56	--	--	--	0.00	
1127	12:07:40.882	1648.49	1755.99	-22.61	93.88	-2505.82	790.12	-2352.64	463.53	55.59	-44.56	88.22	647.65	734.15	66.18	
1128	12:07:41.885	1643.85	1750.86	-19.25	93.89	-2499.37	732.07	-2356.47	466.24	57.17	-44.56	73.80	625.79	848.00	56.62	
1129	12:07:42.890	1650.71	1759.57	-25.19	93.81	-2492.92	738.52	-2350.92	460.76	55.19	-44.56	--	--	--	0.00	
1130	12:07:43.883	1651.84	1761.39	-26.08	93.78	-2486.47	738.52	-2350.90	459.71	54.00	-44.55	--	--	--	0.00	
1131	12:07:44.893	1651.91	1761.13	-25.88	93.80	-2505.82	790.12	-2350.09	459.64	54.40	-44.55	--	--	--	0.00	
1132	12:07:45.883	1652.68	1761.15	-26.25	93.84	-2505.82	790.12	-2351.19	459.38	54.40	-44.55	--	--	--	0.00	
1133	12:07:46.893	1653.58	1764.27	-27.28	93.73	-2505.82	790.12	-2348.31	457.57	54.79	-44.55	--	--	--	0.00	
1134	12:07:47.882	1654.98	1766.39	-28.86	93.69	-2505.82	790.12	-2347.04	456.30	52.42	-44.55	--	--	--	0.00	
1135	12:07:48.886	1654.32	1764.42	-28.11	93.76	-2505.82	796.57	-2348.06	456.83	53.21	-44.55	--	--	--	0.00	
1136	12:07:49.892	1653.48	1765.17	-27.86	93.67	-2505.82	790.12	-2348.07	457.20	54.40	-44.55	--	--	--	0.00	
1137	12:07:50.882	1653.50	1764.67	-27.28	93.70	-2505.82	796.57	-2347.63	457.83	53.60	-44.55	--	--	--	0.00	
1138	12:07:51.888	1653.29	1770.59	-32.29	93.38	-2505.82	796.57	-2343.17	452.28	49.64	-44.53	--	--	--	0.00	
1139	12:07:52.882	1651.60	1762.87	-26.05	93.69	-2505.82	796.57	-2348.71	456.40	53.60	-44.56	--	--	--	0.00	
1140	12:07:53.885	1650.85	1761.36	-27.31	93.73	-2505.82	790.12	-2348.99	456.46	53.60	-44.56	--	--	--	0.00	
1141	12:07:54.900	1651.41	1761.55	-38.46	93.75	-1964.02	396.67	-2327.03	438.75	59.55	-44.48	--	--	--	0.00	
1142	12:07:55.882	1653.94	1765.45	-36.63	93.68	-1976.92	396.67	-2327.93	442.69	57.97	-44.49	--	--	--	0.00	
1143	12:07:56.888	1652.51	1765.32	-26.12	93.61	-2512.27	796.57	-2347.68	460.43	53.21	-44.55	--	--	--	0.00	
1144	12:07:57.890	1654.55	1768.72	-35.76	93.54	-1951.12	416.02	-2330.04	443.65	55.19	-44.50	--	--	--	0.00	
1145	12:07:58.878	1643.77	1725.15	-38.97	95.28	-2080.12	274.12	-2312.41	429.86	66.69	-44.40	85.37	689.89	808.07	56.99	
1146	12:07:59.886	1652.69	1763.06	-37.66	93.74	-1964.02	396.67	-2325.30	438.87	59.16	-44.48	--	--	--	0.00	
1147	12:08:00.890	1646.53	1742.63	-40.16	94.49	-1976.92	396.67	-2318.78	434.06	63.52	-44.43	92.53	665.38	719.12	-32.42	
1148	12:08:01.879	1654.77	1765.80	-29.05	93.71	-2505.82	790.12	-2346.53	455.87	52.42	-44.55	--	--	--	0.00	
1149	12:08:02.894	1657.40	1769.67	-31.89	93.66	-2531.62	803.02	-2342.55	452.59	50.04	-44.54	--	--	--	0.00	
1150	12:08:03.879	1654.46	1763.08	-26.66	93.84	-2505.82	790.12	-2348.65	456.76	54.40	-44.56	--	--	--	0.00	
1151	12:08:04.882	1644.99	1754.04	-20.82	93.78	-2499.37	738.52	-2354.61	463.94	56.38	-44.56	79.93	632.70	791.55	57.77	
1152	12:08:05.890	1649.94	1758.00	-24.38	93.85	-2505.82	790.12	-2352.59	460.32	55.59	-44.56	--	--	--	0.00	
1153	12:08:06.880	1654.29	1766.50	-30.33	93.65	-2512.27	796.57	-2346.03	453.35	52.02	-44.55	--	--	--	0.00	
1154	12:08:07.889	1655.40	1768.80	-31.51	93.59	-2518.72	803.02	-2341.58	452.59	50.43	-44.54	--	--	--	0.00	
1155	12:08:08.877	1654.19	1769.41	-36.35	93.49	-2086.57	228.97	-2331.96	444.99	54.40	-44.51	--	--	--	0.00	
1156	12:08:09.883	1655.37	1765.96	-28.91	93.74	-2512.27	796.57	-2345.52	458.25	52.81	-44.55	--	--	--	0.00	
1157	12:08:10.894	1654.09	1764.91	-27.82	93.72	-2499.37	796.57	-2346.02	457.95	52.81	-44.55	--	--	--	0.00	
1158	12:08:11.900	1651.53	1760.72	-25.18	93.80	-2505.82	790.12	-2349.89	459.44	54.79	-44.56	--	--	--	0.00	
1159	12:08:12.902	1652.84	1762.57	-26.26	93.77	-2505.82	790.12	-2348.82	458.57	54.79	-44.56	--	--	--	0.00	
1160	12:08:13.894	1651.68	1760.90	-25.06	93.80	-2505.82	790.12	-2350.76	460.12	54.40	-44.56	--	--	--	0.00	
1161	12:08:14.918	1653.23	1762.82	-26.73	93.78	-2505.82	790.12	-2348.69	457.70	53.60	-44.56	--	--	--	0.00	
1162	12:08:15.922	1653.16	1765.79	-28.39	93.62	-2505.82	790.12	-2345.41	453.19	52.81	-44.56	--	--	--	0.00	
1163	12:08:16.914	1655.44	1767.68	-27.78	93.65	-2505.82	790.12	-2345.41	453.37	52.42	-44.55	--	--	--	0.00	
1164	12:08:17.933	1656.69	1769.54	-30.79	93.62	-2505.82	796.57	-2341.83	452.11	50.83	-44.54	--	--	--	0.00	
1165	12:08:18.925	1656.09	1770.84	-33.40	93.52	-1951.12	416.02	-2338.36	449.27	49.64	-44.53	--	--	--	0.00	
1166	12:08:19.931	1654.05	1764.62	-27.27	93.73	-2499.37	796.57	-2347.20	455.56	53.21	-44.56	--	--	--	0.00	
1167	12:08:20.938	1656.94	1768.38	-30.00	93.70	-2505.82	790.12	-2344.90	451.09	52.02	-44.56	--	--	--	0.00	
1168	12:08:21.929	1652.21	1762.51	-27.73	93.74	-2505.82	790.12	-2348.58	454.62	54.00	-44.56	--	--	--	0.00	
1169	12:08:22.925	1650.76	1759.10	-24.63	93.84	-2505.82	790.12	-2351.77	459.51	55.59	-44.56	--	--	--	0.00	
1170	12:08:23.932	1630.41	1737.52	-10.17	93.84	-2512.27	661.12	-2363.05	470.56	60.74	-44.56	57.34	613.89	1070.69	54.65	
1171	12:08:24.936	1641.68	1747.73	-15.99	93.93	-2492.92	738.52	-2358.67	466.76	59.16	-44.56	63.59	616.98	970.26	54.83	
1172	12:08:25.929	1640.96	1746.51	-16.16	93.96	-2499.37	680.47	-2358.08	466.92	57.97	-44.56	63.62	617.67	970.90	55.24	
1173	12:08:26.934	1646.44	1741.12	-38.73	94.56	-1957.57	403.12	-2316.91	432.81	63.91	-44.43	96.88	692.32	714.63	-48.32	
1174	12:08:27.927	1653.85	1764.34	-27.63	93.74	-2492.92	738.52	-2346.78	454.37	53.21	-44.56	--	--	--	0.00	
1175	12:08:28.924	1655.15	1768.57	-31.63	93.59	-2505.82	790.12	-2342.87	452.20	51.23	-44.54	--	--	--	0.00	
1176	12:08:29.943	1643.85	1748.59	-18.15	94.01	-2492.92	738.52	-2359.09	464.72	57.57	-44.57	66.51	619.52	931.48	55.17	
1177	12:08:30.934	1654.28	1766.67	-29.08	93.64	-2505.82	790.12	-2345.78	454.50	52.42	-44.55	--	--	--	0.00	
1178	12:08:31.926	1656.24	1768.32	-30.17	93.66	-2505.82	790.12	-2344.89	452.43	52.42	-44.55	--	--	--	0.00	
1179	12:08:32.935	1653.59	1763.04	-37.20	93.79	-2080.12	274.12	-2327.43	441.47	59.16	-44.49	--	--	--	0.00	
1180	12:08:33.926	1646.64	1740.36	-37.28	94.61	-2105.92	312.82	-2320.10	436.10	64.31	-44.42	97.22	692.74	712.55	-43.18	
1181	12:08:34.926	1658.33	1769.31	-35.18	93.73	-2080.12	274.12	-2335.10	444.23	54.40	-44.51	--	--	--	0.00	
1182	12:08:35.932	1657.13	1769.48	-30.62	93.65	-2505.82	790.12	-2342.19	454.91	51.62	-44.55	--	--	--	0.00	
1183	12:08:36.924	1650.45	1756.83	-21.84	93.94	-2492.92	738.52	-2353.56	463.90	55.59	-44.56	87.29	647.02	741.20	63.47	
1184	12:08:37.935	1650.00	1755.91	-22.65	93.97	-2492.92	738.52	-2354.54	463.56	55.19	-44.56	--	--	--	0.00	
1185	12:08:38.930	1646.89	1753.27	-20.08	93.93	-2492.92	738.52	-2355.46	464.89	56.38	-44.56	78.08	630.61	807.62	56.82	
1186	12:08:39.934	1650.56	1756.23	-22.78	93.98	-2499.37	738.52	-2354.16	463.30	54.79	-44.56	90.68	653.56	720.73	69.39	
1187	12:08:40.924	1656.33	1770.49	-32.44	93.55	-2531.62	803.02	-2340.66	451.15	50.43	-44.54	--	--	--	0.00	
1188	12:08:41.932	1656.48	1765.00	-29.88	93.85	-2505.82	796.57	-2347.49	453.78	52.02	-44.55	--	--	--	0.00	
1189	12:08:42.924	1651.88	1760.30	-25.13	93.84	-2505.82	796.57	-2351.26	462.20	54.79	-44.56	--	--	--	0.00	
1190	12:08:43.935	1656.67	1771.23	-32.06	93.53	-2505.82	790.12	-2339.69	450.29	49.64	-44.53	--	--	--	0.00	
1191	12:08:44.926	1655.97	1767.74	-32.04	93.68	-2499.37	796.57	-2344.54	451.95	50.83	-44.55	--	--	--	0.00	
1192	12:08:45.930	1653.45	1765.61	-28.10	93.65	-2505.82	790.12	-2345.39	459.15	52.81	-44.55	--	--	--	0.00	
1193	12:08:46.936	1656.19	1772.04	-31.12	93.46	-2505.82	790.12	-2339.19	453.73	50.83	-44.54	--	--	--	0.00	
1194	12:08:47.927	1644.91	1753.74	-19.87	93.79	-2486.47	738.52	-2353.08	465.50	56.78	-44.56	74.12	628.03	847.29	56.07	
1195	12:08:48.936	1644.22	1750.63	-18.27	93.92	-2492.92	738.52	-2355.57	467.18	56.78	-44.56	70.34	623.03	885.73	55.98	
1196	12:08:49.967	1649.13	1755.37	-22.21	93.95	-2499.37	738.52	-2354.39	463.68	56.38	-44.56	94.39	646.01	684.41	-82.74	
1197	12:08:50.934	1648.85	1756.56	-21.99	93.87	-2473.57	796.57	-2351.64	464.66	55.98	-44.56	86.83	651.13	749.87	63.86	
1198	12:08:51.929	1646.53	1751.29	-19.33	94.02	-2505.82	790.12	-2356.69	466.14	56.38	-44.56	75.53	628.30	831.90	54.91	
1199	12:08:52.935	1654.75	1764.37	-26.96	93.79	-2505.82	790.12	-2347.10	458.29	53.21	-44.56	--	--	--	0.00	
1200	12:08:53.923	1650.39	1755.92	-22.72	93.99	-2505.82	796.57	-2353.58	463.41	55.59	-44.56	90.47	652.16	720.84	69.46	
1201	12:08:54.932	1647.85	1753.15	-20.63	93.99	-2492.92	738.52	-2355.13	464.05	57.57	-44.57	84.78	637.60	752.10	63.79	
